timestamp,user,action,resource,source_ip,result
2026-07-22 08:37:00,analyst_rao,FAILED_LOGIN,s3://healthcare-data/analytics/,10.20.109.113,DENIED
2026-09-08 23:26:00,nurse_das,DOWNLOAD_ANALYTICS,s3://healthcare-data/raw-phi/,10.20.37.130,SUCCESS
2026-09-06 22:29:00,dr_singh,UPDATE_RECORD,s3://healthcare-data/analytics/,10.20.132.221,SUCCESS
2026-03-02 22:13:00,analyst_rao,FAILED_LOGIN,aurora://healthcaredb,10.20.9.192,DENIED
2026-07-09 03:38:00,nurse_das,UPDATE_RECORD,aurora://healthcaredb,10.20.29.31,SUCCESS
2026-05-29 01:33:00,dr_singh,EXPORT_REPORT,s3://healthcare-data/raw-phi/,10.20.96.79,SUCCESS
2026-06-05 09:31:00,dr_kapoor,EXPORT_REPORT,s3://healthcare-data/raw-phi/,10.20.37.201,SUCCESS
2026-08-04 01:59:00,nurse_iyer,FAILED_LOGIN,aurora://healthcaredb,10.20.56.47,DENIED
2026-09-08 00:07:00,admin_devops,DELETE_ATTEMPT_DENIED,aurora://healthcaredb,10.20.18.223,DENIED
2026-08-02 15:36:00,nurse_iyer,VIEW_RECORD,s3://healthcare-data/analytics/,10.20.116.231,SUCCESS
2026-07-13 15:53:00,dr_shah,EXPORT_REPORT,s3://healthcare-data/analytics/,10.20.34.196,SUCCESS
2026-09-16 20:29:00,nurse_das,UPDATE_RECORD,aurora://healthcaredb,10.20.171.115,SUCCESS
2026-06-16 02:51:00,admin_devops,UPDATE_RECORD,s3://healthcare-data/analytics/,10.20.160.105,SUCCESS
2026-04-30 12:21:00,admin_devops,LOGIN,s3://healthcare-data/raw-phi/,10.20.246.172,SUCCESS
2026-05-23 20:05:00,nurse_das,LOGIN,s3://healthcare-data/raw-phi/,10.20.182.7,SUCCESS
2026-06-08 17:41:00,dr_kapoor,FAILED_LOGIN,s3://healthcare-data/analytics/,10.20.144.22,DENIED
2026-01-28 18:33:00,dr_singh,UPDATE_RECORD,aurora://healthcaredb,10.20.129.230,SUCCESS
2026-03-03 21:59:00,admin_devops,VIEW_RECORD,s3://healthcare-data/raw-phi/,10.20.247.5,SUCCESS
2026-04-16 07:53:00,dr_shah,EXPORT_REPORT,s3://healthcare-data/analytics/,10.20.114.22,SUCCESS
2026-06-14 12:37:00,dr_kapoor,DELETE_ATTEMPT_DENIED,aurora://healthcaredb,10.20.221.240,DENIED
2026-06-24 13:11:00,analyst_rao,VIEW_RECORD,s3://healthcare-data/raw-phi/,10.20.221.136,SUCCESS
2026-07-15 08:05:00,dr_kapoor,EXPORT_REPORT,s3://healthcare-data/raw-phi/,10.20.139.44,SUCCESS
2026-03-15 05:16:00,nurse_das,EXPORT_REPORT,s3://healthcare-data/raw-phi/,10.20.40.79,SUCCESS
2026-03-28 01:39:00,nurse_iyer,LOGIN,s3://healthcare-data/raw-phi/,10.20.7.183,SUCCESS
2026-06-02 12:06:00,nurse_iyer,VIEW_RECORD,s3://healthcare-data/raw-phi/,10.20.106.229,SUCCESS
2026-05-13 12:52:00,dr_kapoor,EXPORT_REPORT,s3://healthcare-data/raw-phi/,10.20.52.62,SUCCESS
2026-05-02 15:32:00,nurse_das,DELETE_ATTEMPT_DENIED,s3://healthcare-data/analytics/,10.20.99.244,DENIED
2026-05-18 01:20:00,analyst_rao,VIEW_RECORD,s3://healthcare-data/analytics/,10.20.105.17,SUCCESS
2026-01-15 13:40:00,dr_singh,LOGIN,s3://healthcare-data/raw-phi/,10.20.69.142,SUCCESS
2026-02-21 07:48:00,admin_devops,FAILED_LOGIN,s3://healthcare-data/analytics/,10.20.202.33,DENIED
2026-07-28 14:05:00,nurse_das,EXPORT_REPORT,s3://healthcare-data/analytics/,10.20.129.53,SUCCESS
2026-03-14 11:34:00,dr_singh,DELETE_ATTEMPT_DENIED,s3://healthcare-data/raw-phi/,10.20.138.244,DENIED
2026-08-20 01:00:00,nurse_das,LOGIN,aurora://healthcaredb,10.20.247.213,SUCCESS
2026-05-29 20:10:00,dr_kapoor,FAILED_LOGIN,s3://healthcare-data/raw-phi/,10.20.239.236,DENIED
2026-05-20 19:16:00,nurse_das,LOGIN,s3://healthcare-data/analytics/,10.20.98.90,SUCCESS
2026-04-19 18:53:00,admin_devops,DELETE_ATTEMPT_DENIED,aurora://healthcaredb,10.20.12.42,DENIED
2026-02-05 09:05:00,analyst_rao,DOWNLOAD_ANALYTICS,s3://healthcare-data/analytics/,10.20.32.213,SUCCESS
2026-05-24 13:13:00,admin_devops,UPDATE_RECORD,s3://healthcare-data/analytics/,10.20.246.206,SUCCESS
2026-06-25 20:16:00,nurse_das,EXPORT_REPORT,s3://healthcare-data/analytics/,10.20.116.70,SUCCESS
2026-06-14 10:13:00,analyst_rao,UPDATE_RECORD,s3://healthcare-data/analytics/,10.20.85.5,SUCCESS
2026-03-10 20:59:00,dr_kapoor,DOWNLOAD_ANALYTICS,s3://healthcare-data/analytics/,10.20.122.2,SUCCESS
2026-03-30 13:35:00,dr_shah,VIEW_RECORD,s3://healthcare-data/analytics/,10.20.126.196,SUCCESS
2026-02-11 20:41:00,dr_kapoor,LOGIN,s3://healthcare-data/analytics/,10.20.8.229,SUCCESS
2026-08-16 21:07:00,nurse_iyer,DELETE_ATTEMPT_DENIED,aurora://healthcaredb,10.20.212.154,DENIED
2026-07-18 05:53:00,nurse_das,EXPORT_REPORT,s3://healthcare-data/analytics/,10.20.252.3,SUCCESS
2026-08-25 11:59:00,dr_singh,VIEW_RECORD,aurora://healthcaredb,10.20.3.57,SUCCESS
2026-01-11 08:43:00,dr_shah,DOWNLOAD_ANALYTICS,aurora://healthcaredb,10.20.50.24,SUCCESS
2026-06-05 22:14:00,dr_singh,DELETE_ATTEMPT_DENIED,aurora://healthcaredb,10.20.248.93,DENIED
2026-05-24 15:57:00,dr_shah,VIEW_RECORD,s3://healthcare-data/analytics/,10.20.156.54,SUCCESS
2026-04-11 20:25:00,dr_kapoor,VIEW_RECORD,aurora://healthcaredb,10.20.146.129,SUCCESS
2026-03-29 17:12:00,dr_shah,LOGIN,s3://healthcare-data/analytics/,10.20.145.173,SUCCESS
2026-03-31 02:37:00,dr_singh,DOWNLOAD_ANALYTICS,s3://healthcare-data/analytics/,10.20.17.33,SUCCESS
2026-04-27 16:46:00,nurse_das,EXPORT_REPORT,aurora://healthcaredb,10.20.50.218,SUCCESS
2026-01-12 22:43:00,admin_devops,DOWNLOAD_ANALYTICS,s3://healthcare-data/analytics/,10.20.65.175,SUCCESS
2026-08-21 00:27:00,dr_shah,FAILED_LOGIN,s3://healthcare-data/analytics/,10.20.242.167,DENIED
2026-06-15 13:54:00,analyst_rao,VIEW_RECORD,aurora://healthcaredb,10.20.32.175,SUCCESS
2026-08-27 15:23:00,admin_devops,FAILED_LOGIN,s3://healthcare-data/raw-phi/,10.20.227.185,DENIED
2026-01-25 08:58:00,analyst_rao,UPDATE_RECORD,s3://healthcare-data/analytics/,10.20.115.81,SUCCESS
2026-07-20 06:21:00,dr_kapoor,VIEW_RECORD,s3://healthcare-data/analytics/,10.20.207.7,SUCCESS
2026-04-26 22:27:00,dr_kapoor,DOWNLOAD_ANALYTICS,s3://healthcare-data/raw-phi/,10.20.51.43,SUCCESS
2026-06-09 02:40:00,dr_shah,EXPORT_REPORT,s3://healthcare-data/raw-phi/,10.20.8.123,SUCCESS
2026-01-13 18:51:00,dr_shah,LOGIN,aurora://healthcaredb,10.20.216.65,SUCCESS
2026-02-25 15:15:00,nurse_iyer,UPDATE_RECORD,s3://healthcare-data/raw-phi/,10.20.211.86,SUCCESS
2026-05-02 02:49:00,admin_devops,FAILED_LOGIN,s3://healthcare-data/analytics/,10.20.113.196,DENIED
2026-08-17 18:07:00,dr_kapoor,VIEW_RECORD,s3://healthcare-data/raw-phi/,10.20.235.9,SUCCESS
2026-06-10 22:04:00,nurse_das,LOGIN,s3://healthcare-data/raw-phi/,10.20.16.236,SUCCESS
2026-08-15 01:19:00,admin_devops,DELETE_ATTEMPT_DENIED,s3://healthcare-data/analytics/,10.20.111.17,DENIED
2026-01-29 17:03:00,nurse_iyer,VIEW_RECORD,aurora://healthcaredb,10.20.103.25,SUCCESS
2026-07-30 07:55:00,admin_devops,FAILED_LOGIN,s3://healthcare-data/analytics/,10.20.160.3,DENIED
2026-07-16 14:50:00,analyst_rao,LOGIN,s3://healthcare-data/analytics/,10.20.159.26,SUCCESS
2026-01-14 14:33:00,nurse_iyer,EXPORT_REPORT,s3://healthcare-data/analytics/,10.20.50.28,SUCCESS
2026-01-07 19:45:00,dr_kapoor,VIEW_RECORD,s3://healthcare-data/analytics/,10.20.203.216,SUCCESS
2026-03-06 20:32:00,nurse_iyer,UPDATE_RECORD,aurora://healthcaredb,10.20.108.124,SUCCESS
2026-08-16 05:15:00,dr_singh,DOWNLOAD_ANALYTICS,s3://healthcare-data/raw-phi/,10.20.16.33,SUCCESS
2026-08-12 16:41:00,nurse_das,EXPORT_REPORT,aurora://healthcaredb,10.20.80.150,SUCCESS
2026-03-16 04:30:00,nurse_iyer,FAILED_LOGIN,s3://healthcare-data/analytics/,10.20.88.75,DENIED
2026-01-05 16:37:00,dr_shah,EXPORT_REPORT,s3://healthcare-data/analytics/,10.20.38.15,SUCCESS
2026-09-17 17:54:00,dr_kapoor,UPDATE_RECORD,aurora://healthcaredb,10.20.89.51,SUCCESS
2026-04-14 02:21:00,dr_singh,UPDATE_RECORD,s3://healthcare-data/analytics/,10.20.122.178,SUCCESS
2026-08-28 19:44:00,nurse_iyer,DOWNLOAD_ANALYTICS,s3://healthcare-data/analytics/,10.20.145.247,SUCCESS
2026-06-03 13:21:00,dr_singh,EXPORT_REPORT,s3://healthcare-data/raw-phi/,10.20.117.225,SUCCESS
2026-01-22 15:14:00,dr_kapoor,DELETE_ATTEMPT_DENIED,s3://healthcare-data/analytics/,10.20.58.178,DENIED
2026-08-27 19:13:00,dr_singh,UPDATE_RECORD,aurora://healthcaredb,10.20.189.197,SUCCESS
2026-06-19 23:24:00,dr_singh,DELETE_ATTEMPT_DENIED,aurora://healthcaredb,10.20.48.212,DENIED
2026-07-05 00:04:00,nurse_iyer,VIEW_RECORD,s3://healthcare-data/raw-phi/,10.20.143.30,SUCCESS
2026-05-29 14:12:00,dr_shah,UPDATE_RECORD,s3://healthcare-data/analytics/,10.20.234.196,SUCCESS
2026-01-23 00:12:00,dr_singh,EXPORT_REPORT,aurora://healthcaredb,10.20.45.57,SUCCESS
2026-03-31 10:54:00,admin_devops,EXPORT_REPORT,s3://healthcare-data/raw-phi/,10.20.46.51,SUCCESS
2026-04-01 08:58:00,dr_kapoor,VIEW_RECORD,s3://healthcare-data/raw-phi/,10.20.213.174,SUCCESS
2026-07-14 20:50:00,dr_kapoor,UPDATE_RECORD,aurora://healthcaredb,10.20.240.54,SUCCESS
2026-08-22 07:23:00,nurse_das,EXPORT_REPORT,aurora://healthcaredb,10.20.170.44,SUCCESS
2026-08-11 22:04:00,dr_kapoor,FAILED_LOGIN,s3://healthcare-data/raw-phi/,10.20.226.237,DENIED
2026-04-08 06:34:00,analyst_rao,UPDATE_RECORD,s3://healthcare-data/analytics/,10.20.96.82,SUCCESS
2026-08-08 20:15:00,dr_kapoor,FAILED_LOGIN,s3://healthcare-data/analytics/,10.20.151.49,DENIED
2026-05-31 04:20:00,dr_singh,DELETE_ATTEMPT_DENIED,s3://healthcare-data/raw-phi/,10.20.162.204,DENIED
2026-03-06 16:37:00,analyst_rao,EXPORT_REPORT,s3://healthcare-data/raw-phi/,10.20.187.21,SUCCESS
2026-08-29 21:39:00,dr_kapoor,DELETE_ATTEMPT_DENIED,s3://healthcare-data/raw-phi/,10.20.131.100,DENIED
2026-09-18 11:31:00,admin_devops,DELETE_ATTEMPT_DENIED,aurora://healthcaredb,10.20.46.83,DENIED
2026-07-11 16:44:00,analyst_rao,DOWNLOAD_ANALYTICS,s3://healthcare-data/analytics/,10.20.245.127,SUCCESS
2026-05-18 18:25:00,dr_shah,LOGIN,s3://healthcare-data/analytics/,10.20.167.10,SUCCESS
2026-04-23 06:28:00,nurse_das,UPDATE_RECORD,s3://healthcare-data/raw-phi/,10.20.102.56,SUCCESS
2026-08-06 12:36:00,dr_singh,EXPORT_REPORT,aurora://healthcaredb,10.20.66.141,SUCCESS
2026-03-10 02:18:00,analyst_rao,VIEW_RECORD,s3://healthcare-data/analytics/,10.20.91.59,SUCCESS
2026-01-22 14:32:00,admin_devops,FAILED_LOGIN,aurora://healthcaredb,10.20.110.116,DENIED
2026-08-10 13:23:00,nurse_das,LOGIN,aurora://healthcaredb,10.20.82.70,SUCCESS
2026-01-13 05:28:00,dr_singh,LOGIN,aurora://healthcaredb,10.20.166.20,SUCCESS
2026-02-12 09:53:00,admin_devops,EXPORT_REPORT,s3://healthcare-data/analytics/,10.20.140.165,SUCCESS
2026-05-22 07:06:00,dr_kapoor,VIEW_RECORD,s3://healthcare-data/raw-phi/,10.20.93.10,SUCCESS
2026-04-13 10:12:00,dr_shah,FAILED_LOGIN,aurora://healthcaredb,10.20.65.78,DENIED
2026-05-21 06:45:00,admin_devops,DOWNLOAD_ANALYTICS,s3://healthcare-data/raw-phi/,10.20.219.193,SUCCESS
2026-05-14 00:49:00,nurse_iyer,DOWNLOAD_ANALYTICS,aurora://healthcaredb,10.20.211.89,SUCCESS
2026-07-26 12:52:00,admin_devops,DELETE_ATTEMPT_DENIED,s3://healthcare-data/analytics/,10.20.4.121,DENIED
2026-03-18 12:14:00,dr_singh,DOWNLOAD_ANALYTICS,s3://healthcare-data/analytics/,10.20.192.54,SUCCESS
2026-04-30 16:37:00,nurse_das,LOGIN,s3://healthcare-data/analytics/,10.20.194.120,SUCCESS
2026-08-25 10:50:00,dr_kapoor,DOWNLOAD_ANALYTICS,aurora://healthcaredb,10.20.217.49,SUCCESS
2026-08-02 06:28:00,analyst_rao,LOGIN,s3://healthcare-data/analytics/,10.20.8.96,SUCCESS
2026-03-07 09:47:00,dr_kapoor,UPDATE_RECORD,aurora://healthcaredb,10.20.208.169,SUCCESS
2026-07-01 10:14:00,analyst_rao,DELETE_ATTEMPT_DENIED,aurora://healthcaredb,10.20.176.193,DENIED
2026-06-03 10:37:00,dr_kapoor,LOGIN,s3://healthcare-data/analytics/,10.20.202.9,SUCCESS
2026-03-20 10:36:00,dr_shah,UPDATE_RECORD,s3://healthcare-data/analytics/,10.20.234.156,SUCCESS
2026-07-20 12:13:00,analyst_rao,FAILED_LOGIN,s3://healthcare-data/raw-phi/,10.20.137.99,DENIED
2026-09-01 03:21:00,admin_devops,UPDATE_RECORD,aurora://healthcaredb,10.20.164.230,SUCCESS
2026-02-17 05:06:00,dr_shah,EXPORT_REPORT,s3://healthcare-data/analytics/,10.20.46.9,SUCCESS
2026-09-08 00:11:00,dr_singh,DELETE_ATTEMPT_DENIED,s3://healthcare-data/raw-phi/,10.20.234.247,DENIED
2026-05-26 06:14:00,nurse_iyer,LOGIN,s3://healthcare-data/analytics/,10.20.135.18,SUCCESS
2026-01-30 11:33:00,dr_kapoor,LOGIN,s3://healthcare-data/raw-phi/,10.20.84.221,SUCCESS
2026-07-20 05:07:00,dr_singh,LOGIN,s3://healthcare-data/analytics/,10.20.108.123,SUCCESS
2026-02-05 12:57:00,nurse_das,DOWNLOAD_ANALYTICS,s3://healthcare-data/raw-phi/,10.20.34.223,SUCCESS
2026-06-08 13:52:00,dr_shah,UPDATE_RECORD,s3://healthcare-data/analytics/,10.20.122.41,SUCCESS
2026-06-08 18:12:00,admin_devops,FAILED_LOGIN,s3://healthcare-data/analytics/,10.20.176.118,DENIED
2026-04-14 00:09:00,analyst_rao,EXPORT_REPORT,s3://healthcare-data/raw-phi/,10.20.212.103,SUCCESS
2026-05-07 16:21:00,admin_devops,FAILED_LOGIN,aurora://healthcaredb,10.20.118.119,DENIED
2026-01-21 23:05:00,nurse_iyer,FAILED_LOGIN,s3://healthcare-data/analytics/,10.20.226.236,DENIED
2026-06-27 22:53:00,dr_shah,LOGIN,aurora://healthcaredb,10.20.101.157,SUCCESS
2026-03-31 13:15:00,dr_singh,DELETE_ATTEMPT_DENIED,s3://healthcare-data/analytics/,10.20.188.111,DENIED
2026-07-16 21:11:00,dr_shah,LOGIN,s3://healthcare-data/analytics/,10.20.25.101,SUCCESS
2026-01-23 07:56:00,nurse_das,DOWNLOAD_ANALYTICS,s3://healthcare-data/raw-phi/,10.20.71.226,SUCCESS
2026-05-30 21:58:00,dr_kapoor,DOWNLOAD_ANALYTICS,s3://healthcare-data/analytics/,10.20.186.185,SUCCESS
2026-09-10 13:48:00,admin_devops,UPDATE_RECORD,s3://healthcare-data/raw-phi/,10.20.95.20,SUCCESS
2026-02-23 16:49:00,nurse_das,DELETE_ATTEMPT_DENIED,aurora://healthcaredb,10.20.105.116,DENIED
2026-05-10 06:32:00,dr_kapoor,UPDATE_RECORD,aurora://healthcaredb,10.20.7.19,SUCCESS
2026-08-25 12:21:00,dr_shah,DOWNLOAD_ANALYTICS,aurora://healthcaredb,10.20.220.50,SUCCESS
2026-01-20 00:16:00,dr_kapoor,LOGIN,s3://healthcare-data/analytics/,10.20.235.35,SUCCESS
2026-08-26 15:29:00,dr_kapoor,EXPORT_REPORT,s3://healthcare-data/raw-phi/,10.20.141.169,SUCCESS
2026-08-13 04:30:00,nurse_das,UPDATE_RECORD,aurora://healthcaredb,10.20.216.42,SUCCESS
2026-01-10 19:06:00,dr_singh,UPDATE_RECORD,aurora://healthcaredb,10.20.32.137,SUCCESS
2026-07-20 05:04:00,dr_shah,DOWNLOAD_ANALYTICS,s3://healthcare-data/raw-phi/,10.20.174.70,SUCCESS
2026-08-14 11:11:00,dr_singh,UPDATE_RECORD,s3://healthcare-data/analytics/,10.20.9.229,SUCCESS
2026-04-21 14:44:00,dr_kapoor,DOWNLOAD_ANALYTICS,s3://healthcare-data/analytics/,10.20.208.134,SUCCESS
2026-02-22 12:44:00,nurse_iyer,DOWNLOAD_ANALYTICS,aurora://healthcaredb,10.20.14.154,SUCCESS
2026-01-25 12:49:00,dr_singh,VIEW_RECORD,s3://healthcare-data/raw-phi/,10.20.96.233,SUCCESS
2026-04-13 02:01:00,analyst_rao,UPDATE_RECORD,s3://healthcare-data/raw-phi/,10.20.254.4,SUCCESS
2026-04-09 21:42:00,dr_kapoor,EXPORT_REPORT,s3://healthcare-data/raw-phi/,10.20.246.226,SUCCESS
2026-03-27 23:10:00,dr_kapoor,VIEW_RECORD,aurora://healthcaredb,10.20.132.28,SUCCESS
2026-06-17 10:35:00,dr_shah,DELETE_ATTEMPT_DENIED,s3://healthcare-data/raw-phi/,10.20.160.54,DENIED
2026-07-22 13:07:00,dr_singh,FAILED_LOGIN,s3://healthcare-data/raw-phi/,10.20.28.92,DENIED
2026-03-30 00:25:00,dr_shah,EXPORT_REPORT,aurora://healthcaredb,10.20.4.100,SUCCESS
2026-08-23 07:04:00,dr_shah,UPDATE_RECORD,aurora://healthcaredb,10.20.167.160,SUCCESS
2026-01-23 02:56:00,dr_singh,EXPORT_REPORT,aurora://healthcaredb,10.20.78.197,SUCCESS
2026-09-13 03:45:00,admin_devops,FAILED_LOGIN,s3://healthcare-data/analytics/,10.20.44.65,DENIED
2026-06-16 20:44:00,analyst_rao,VIEW_RECORD,s3://healthcare-data/analytics/,10.20.237.249,SUCCESS
2026-03-10 10:11:00,dr_shah,DELETE_ATTEMPT_DENIED,s3://healthcare-data/analytics/,10.20.82.251,DENIED
2026-09-04 02:21:00,dr_kapoor,DELETE_ATTEMPT_DENIED,s3://healthcare-data/analytics/,10.20.234.150,DENIED
2026-07-15 16:40:00,dr_shah,LOGIN,s3://healthcare-data/raw-phi/,10.20.129.151,SUCCESS
2026-01-07 07:01:00,admin_devops,DOWNLOAD_ANALYTICS,s3://healthcare-data/raw-phi/,10.20.80.61,SUCCESS
2026-08-08 07:39:00,dr_kapoor,DOWNLOAD_ANALYTICS,s3://healthcare-data/raw-phi/,10.20.36.96,SUCCESS
2026-06-01 06:09:00,analyst_rao,LOGIN,s3://healthcare-data/raw-phi/,10.20.165.10,SUCCESS
2026-08-16 23:56:00,nurse_iyer,UPDATE_RECORD,s3://healthcare-data/raw-phi/,10.20.72.82,SUCCESS
2026-01-21 16:50:00,analyst_rao,DOWNLOAD_ANALYTICS,s3://healthcare-data/analytics/,10.20.209.74,SUCCESS
2026-01-13 07:54:00,dr_shah,DELETE_ATTEMPT_DENIED,aurora://healthcaredb,10.20.88.63,DENIED
2026-01-28 21:15:00,nurse_das,UPDATE_RECORD,s3://healthcare-data/analytics/,10.20.179.185,SUCCESS
2026-07-15 16:20:00,dr_singh,UPDATE_RECORD,aurora://healthcaredb,10.20.162.2,SUCCESS
2026-09-09 02:12:00,dr_kapoor,VIEW_RECORD,s3://healthcare-data/analytics/,10.20.254.37,SUCCESS
2026-03-06 02:11:00,admin_devops,UPDATE_RECORD,s3://healthcare-data/analytics/,10.20.213.204,SUCCESS
2026-05-01 16:05:00,analyst_rao,UPDATE_RECORD,s3://healthcare-data/analytics/,10.20.120.80,SUCCESS
2026-04-12 07:27:00,dr_singh,UPDATE_RECORD,s3://healthcare-data/analytics/,10.20.64.78,SUCCESS
2026-08-18 20:12:00,nurse_iyer,EXPORT_REPORT,aurora://healthcaredb,10.20.21.244,SUCCESS
2026-07-23 12:10:00,analyst_rao,EXPORT_REPORT,aurora://healthcaredb,10.20.109.130,SUCCESS
2026-08-10 04:52:00,nurse_das,FAILED_LOGIN,aurora://healthcaredb,10.20.6.196,DENIED
2026-08-07 02:48:00,nurse_iyer,LOGIN,s3://healthcare-data/analytics/,10.20.138.40,SUCCESS
2026-03-31 08:24:00,analyst_rao,FAILED_LOGIN,aurora://healthcaredb,10.20.117.73,DENIED
2026-09-04 02:21:00,dr_singh,LOGIN,s3://healthcare-data/analytics/,10.20.121.51,SUCCESS
2026-04-08 00:00:00,nurse_das,UPDATE_RECORD,s3://healthcare-data/analytics/,10.20.187.186,SUCCESS
2026-09-09 12:59:00,analyst_rao,EXPORT_REPORT,aurora://healthcaredb,10.20.249.191,SUCCESS
2026-07-16 15:19:00,dr_shah,EXPORT_REPORT,s3://healthcare-data/analytics/,10.20.19.105,SUCCESS
2026-03-05 12:59:00,admin_devops,VIEW_RECORD,s3://healthcare-data/raw-phi/,10.20.50.196,SUCCESS
2026-05-11 23:22:00,admin_devops,LOGIN,s3://healthcare-data/analytics/,10.20.126.163,SUCCESS
2026-07-08 22:03:00,dr_shah,DOWNLOAD_ANALYTICS,aurora://healthcaredb,10.20.238.109,SUCCESS
2026-05-07 07:30:00,dr_kapoor,DOWNLOAD_ANALYTICS,aurora://healthcaredb,10.20.162.181,SUCCESS
2026-01-15 22:42:00,dr_shah,DOWNLOAD_ANALYTICS,s3://healthcare-data/raw-phi/,10.20.67.155,SUCCESS
2026-03-17 08:15:00,admin_devops,LOGIN,s3://healthcare-data/analytics/,10.20.244.170,SUCCESS
2026-03-24 00:07:00,nurse_das,DELETE_ATTEMPT_DENIED,s3://healthcare-data/raw-phi/,10.20.165.183,DENIED
2026-07-23 22:37:00,dr_kapoor,LOGIN,s3://healthcare-data/analytics/,10.20.233.49,SUCCESS
2026-03-26 13:16:00,dr_shah,LOGIN,aurora://healthcaredb,10.20.129.248,SUCCESS
2026-07-15 18:19:00,dr_shah,FAILED_LOGIN,aurora://healthcaredb,10.20.193.225,DENIED
2026-02-15 03:40:00,admin_devops,DOWNLOAD_ANALYTICS,aurora://healthcaredb,10.20.209.37,SUCCESS
2026-04-18 23:25:00,dr_shah,EXPORT_REPORT,aurora://healthcaredb,10.20.2.253,SUCCESS
2026-09-09 00:06:00,dr_kapoor,UPDATE_RECORD,s3://healthcare-data/analytics/,10.20.107.135,SUCCESS
2026-05-28 23:27:00,dr_singh,LOGIN,s3://healthcare-data/raw-phi/,10.20.96.48,SUCCESS
2026-03-10 06:31:00,dr_singh,DOWNLOAD_ANALYTICS,s3://healthcare-data/analytics/,10.20.243.29,SUCCESS
2026-04-19 05:12:00,dr_kapoor,LOGIN,s3://healthcare-data/analytics/,10.20.47.208,SUCCESS
2026-04-09 08:57:00,nurse_das,DELETE_ATTEMPT_DENIED,aurora://healthcaredb,10.20.113.161,DENIED
2026-02-25 20:10:00,dr_kapoor,FAILED_LOGIN,aurora://healthcaredb,10.20.22.97,DENIED
2026-05-22 02:21:00,dr_kapoor,VIEW_RECORD,s3://healthcare-data/analytics/,10.20.61.123,SUCCESS
2026-02-21 00:03:00,nurse_iyer,LOGIN,s3://healthcare-data/raw-phi/,10.20.171.150,SUCCESS
